Word,Sentiment
壓倒,negative
壓倒性,negative
壓倒性的,negative
壓破,negative
壓碎,negative
壓搾,negative
壓皺,negative
壓壞,negative
尷尬,negative
瀰漫,negative
應斥責,negative
應斥責的,negative
應負責的,negative
應該譴責,negative
應該譴責的,negative
懦弱,negative
懦弱的人,negative
戲弄,negative
擊中,negative
擊成..,negative
擊退,negative
擊退的,negative
擊敗,negative
擊潰,negative
擠出前進,negative
擠向前,negative
擠過,negative
擠過去,negative
擠滿,negative
擦破,negative
擦痕,negative
擦痛,negative
擦傷,negative
擱下,negative
曖昧,negative
曖昧的,negative
濫用,negative
癌症,negative
瞪眼,negative
瞧不起,negative
瞧不起人,negative
瞧不起人的,negative
矯揉,negative
矯揉造作,negative
矯揉造作的,negative
矯飾,negative
糟粕,negative
糟透,negative
糟透了,negative
糟透了的,negative
糟透的,negative
縮小,negative
縮減,negative
繃著,negative
繃著的臉,negative
繃緊,negative
繃緊的,negative
縱容,negative
縱情,negative
縱情於,negative
聲名狼藉,negative
聲名狼藉的,negative
聲明拒付,negative
聲明放棄,negative
聳人,negative
聳人聽聞,negative
聳人聽聞的,negative
聳肩,negative
聳肩表示,negative
膽大,negative
膽大妄為,negative
膽大妄為的,negative
膽小,negative
膽小的,negative
膽小的人,negative
膽怯,negative
膽寒,negative
膽敢,negative
臉上發紅,negative
臉上發紅的,negative
臨死,negative
臨死的痛苦,negative
臨時手段,negative
臨時地,negative
舉反證,negative
舉止失禮,negative
艱巨,negative
艱巨的,negative
艱苦,negative
艱苦的,negative
艱難,negative
艱難的,negative
薄弱,negative
薄情,negative
薄情的,negative
虧缺,negative
褻瀆,negative
謊言,negative
謊話,negative
謠言,negative
謠傳,negative
謝絕,negative
輾轉,negative
避免,negative
避免直接答覆,negative
避開,negative
避債,negative
避諱,negative
還可以的,negative
醜老太婆,negative
醜事,negative
醜的,negative
醜陋,negative
醜陋的,negative
醜惡,negative
醜惡的,negative
醜聞,negative
隱伏,negative
隱伏的,negative
隱秘,negative
隱秘的,negative
隱退,negative
隱退處,negative
隱密,negative
隱密的,negative
隱蔽,negative
隱蔽的,negative
隱蔽處,negative
隱瞞,negative
隱諱,negative
隱藏,negative
鼾聲,negative
擾亂,negative
攆走,negative
擺脫,negative
擺脫了,negative
擺脫了的,negative
擺脫的,negative
斷念,negative
斷然拒絕,negative
斷絕,negative
斷裂,negative
斷開,negative
朦朧,negative
歸咎,negative
歸咎於,negative
濺出,negative
獵食,negative
竄改,negative
簡陋,negative
簡陋的,negative
糧食不足,negative
繞圈子,negative
繞圈子的,negative
繞圈子的話,negative
繚亂,negative
翻找,negative
翻倒,negative
翻滾,negative
翻騰,negative
舊病,negative
舊病復發,negative
藐視,negative
藉口,negative
蟲子,negative
謬見,negative
謬誤,negative
謬誤的,negative
謬論,negative
贅詞,negative
蹙額,negative
蹣跚,negative
蹣跚地走,negative
鎮壓,negative
闖入,negative
離婚,negative
離鄉,negative
離鄉背井,negative
離開,negative
離開正道,negative
離開正道的,negative
離間,negative
離群,negative
離群的動物,negative
雜交,negative
雜多,negative
雜多的,negative
雜事,negative
雜物,negative
雜草,negative
雜訊,negative
雜亂,negative
雜亂的一團,negative
雜質,negative
雙關話,negative
鞭子,negative
鞭打,negative
鯊魚,negative
壞人,negative
壞事,negative
壞的,negative
壞的東西或情形,negative
壞處,negative
壞蛋,negative
壞脾氣,negative
壞脾氣的,negative
壞運氣,negative
壟斷,negative
寵壞,negative
懲罰,negative
懷有惡意,negative
懷有惡意的,negative
懷恨,negative
懷恨的,negative
懷恨者,negative
懷惡意,negative
懷惡意的,negative
懷疑,negative
懷疑宗教教條,negative
懷疑宗教教條的,negative
懷疑的,negative
懷疑論,negative
懷疑論的,negative
懷敵意,negative
懷敵意的,negative
懶人,negative
懶惰,negative
懶惰的,negative
懶惰鬼,negative
懶散,negative
懶散地,negative
懶漢,negative
曠課,negative
曠課者,negative
爆炸,negative
爆炸物,negative
爆炸的,negative
爆破,negative
爆發,negative
爆震,negative
羅網,negative
證明..是虛假,negative
譏諷,negative
辭呈,negative
辭職,negative
邋遢,negative
邋遢女人,negative
邋遢的,negative
關上,negative
關在,negative
關押,negative
難以,negative
難以取悅,negative
難以取悅的,negative
難以明瞭,negative
難以明瞭的,negative
難以相信,negative
難以捉摸,negative
難以捉摸的,negative
難以置信,negative
難以置信的,negative
難民,negative
難事,negative
難取悅,negative
難取悅的,negative
難治療,negative
難治療的,negative
難信,negative
難信的,negative
難為情,negative
難相處,negative
難相處的,negative
難看,negative
難看的,negative
難耐,negative
難耐的,negative
難捕捉之物,negative
難捉摸,negative
難捉摸的,negative
難控制,negative
難控制的,negative
難接近,negative
難接近的,negative
難處理,negative
難處理的,negative
難解,negative
難解的,negative
難達成,negative
難達成的,negative
難達到,negative
難達到的,negative
難過,negative
難駕馭,negative
難駕馭的,negative
難辦,negative
難點,negative
難題,negative
霧朦朧,negative
顛倒,negative
顛覆,negative
顛簸,negative
騙人,negative
騙人的,negative
騙子,negative
騙局,negative
勸告,negative
勸阻,negative
嚴重,negative
嚴重地,negative
嚴重事故,negative
嚴重的,negative
嚴重破壞,negative
嚴峻,negative
嚴峻的,negative
嚴格,negative
嚴格的,negative
嚴寒,negative
嚴寒的,negative
嚴肅,negative
嚴肅的,negative
嚴酷,negative
嚴酷的,negative
嚴酷的考驗,negative
嚴厲,negative
嚴厲批評,negative
嚴厲拒絕,negative
嚴厲的,negative
嚴厲對待,negative
嚴懲,negative
攙假,negative
攙雜,negative
獻慇勤,negative
競爭,negative
競爭者,negative
蠕動,negative
覺得疼痛,negative
觸及,negative
觸犯,negative
觸怒,negative
議論,negative
警告,negative
警惕,negative
警惕的,negative
警報,negative
警報器,negative
饑荒,negative
飢餓,negative
飢餓的,negative
饑謹,negative
饑饉,negative
騷動,negative
騷亂,negative
騷擾,negative
懼怕,negative
殲滅,negative
灌輸,negative
纏結,negative
纏繞,negative
蠢人,negative
蠢事,negative
蠢話,negative
譴責,negative
贓物,negative
躊躇,negative
轟炸,negative
轟動,negative
轟動一時,negative
轟動一時的,negative
轟鳴,negative
轟擊,negative
辯解,negative
辯駁,negative
辯論,negative
霸佔,negative
響而刺耳,negative
響而刺耳的,negative
顧忌,negative
驅使,negative
驅逐,negative
驅散,negative
魔女,negative
魔王,negative
魔鬼,negative
魔鬼似,negative
魔鬼似的,negative
魔鬼的,negative
黯淡,negative
黯淡的,negative
權宜,negative
權宜之計,negative
權宜的,negative
聾的,negative
聽不清,negative
聽任,negative
襲取,negative
襲擊,negative
顫抖,negative
顫動,negative
顫聲,negative
驕傲,negative
驕傲自大,negative
驕傲的,negative
髒污,negative
髒話,negative
攫取,negative
曬焦,negative
竊賊,negative
竊聽,negative
竊聽器,negative
蠱惑,negative
變幻,negative
變幻無常,negative
變幻無常的,negative
變成廢墟,negative
變污,negative
變空,negative
變革,negative
變凌亂,negative
變弱,negative
變破爛,negative
變動,negative
變得不愉快,negative
變得有缺陷,negative
變得冷酷無情,negative
變得更壞,negative
變得束手無策,negative
變得陰沈,negative
變得渺茫,negative
變得無恥,negative
變得微弱,negative
變得緊張,negative
變得模糊,negative
變淡,negative
變深,negative
變軟弱,negative
變陰沈,negative
變陰暗,negative
變鈍,negative
變黑,negative
變黑暗,negative
變暗,negative
變暗淡,negative
變節,negative
變態,negative
變態性慾者,negative
變態的,negative
變態者,negative
變酸,negative
變憂沈,negative
變模糊,negative
變皺,negative
變複雜,negative
變遲鈍,negative
變醜,negative
變舊,negative
變壞,negative
變髒,negative
顯怒容,negative
驚人,negative
驚人的,negative
驚呆,negative
驚呆的,negative
驚恐,negative
驚訝,negative
驚愕,negative
驚惶,negative
驚惶失措,negative
驚惶奔跑,negative
驚慌,negative
驚跳,negative
驚險,negative
驚險動作,negative
驚駭,negative
驚駭的,negative
驚嚇,negative
驚懼,negative
癱瘓,negative
癲狂,negative
癲狂者,negative
蠶食,negative
讓渡,negative
蠻幹,negative
蠻橫,negative
蠻橫行為,negative
蠻橫的,negative
咂嘴,negative
骯髒,negative
骯髒的,negative
揶揄,negative
揶揄者,negative
痼疾,negative
蜚語,negative
噁心,negative
噁心的,negative
噘起,negative
噘著嘴說,negative
噘嘴,negative
鋌而走險,negative
鋌而走險的,negative
蹩腳,negative
蹩腳的,negative
譭謗,negative
,negative
,negative
一文不值,negative
一屁股,negative
一肚子氣,negative
一肚子壞水,negative
一面倒,negative
一個屁,negative
一哭二鬧三上吊,negative
一氣,negative
一氣之下,negative
一張臭臉,negative
一廂情願,negative
一意孤行,negative
一腳踹開,negative
一團糟,negative
一槍斃了你,negative
一箭之仇,negative
一錯再錯,negative
二百五,negative
人人自危,negative
人心惶惶,negative
人生不就是如此,negative
人身攻擊,negative
人渣,negative
人窮志短,negative
八股,negative
刀割,negative
刁難,negative
又氣,negative
三八,negative
三流,negative
下三爛,negative
下手,negative
下半身思考,negative
下地獄,negative
下毒,negative
下毒手,negative
下流,negative
下賤,negative
上吊,negative
乞求,negative
乞討,negative
乞憐,negative
亡羊補牢,negative
千瘡百孔,negative
口吃,negative
口臭,negative
口齒不清,negative
大小姐脾氣,negative
大小便,negative
大失,negative
大失所望,negative
大吃一驚,negative
大吵大鬧,negative
大吼,negative
大言不慚,negative
大便,negative
大怒,negative
大胖子,negative
大哭,negative
大破壞,negative
大屠殺,negative
大敗,negative
大笨蛋,negative
大惑,negative
大惑不解,negative
大悲,negative
大發雷霆,negative
大亂,negative
大塊呆,negative
大誇,negative
大罵,negative
大鬧,negative
大噪,negative
大膽,negative
大爛人,negative
大驚,negative
大驚小怪,negative
大驚失色,negative
小人,negative
小心眼,negative
小便,negative
小孩沒屁眼,negative
小家子氣,negative
小時了了,negative
小氣,negative
小眼睛,negative
小提大做,negative
小鼻子,negative
小器,negative
小題大作,negative
干戈,negative
干休,negative
干政,negative
干擾,negative
才怪,negative
才疏學淺,negative
不了,negative
不下,negative
不予,negative
不予置評,negative
不仁,negative
不公,negative
不公平,negative
不切,negative
不切實際,negative
不以,negative
不以為然,negative
不出,negative
不可,negative
不可一世,negative
不可收拾,negative
不可理喻,negative
不可愛,negative
不可諱言,negative
不平,negative
不平衡,negative
不正,negative
不甘,negative
不甘不願,negative
不甘心,negative
不甘示弱,negative
不甘寂寞,negative
不甩,negative
不好,negative
不好意思,negative
不如,negative
不如人意,negative
不安,negative
不成,negative
不利,negative
不孝,negative
不快,negative
不快樂,negative
不肖,negative
不良,negative
不足,negative
不足為奇,negative
不佳,negative
不到,negative
不受,negative
不受尊重,negative
不和,negative
不定,negative
不幸,negative
不忿,negative
不怕死,negative
不明不白,negative
不知,negative
不知去向,negative
不知所云,negative
不知所措,negative
不近,negative
不近情理,negative
不長,negative
不長眼睛,negative
不長進,negative
不便,negative
不是,negative
不是人,negative
不是省油的燈,negative
不畏,negative
不耐,negative
不耐煩,negative
不要,negative
不要命,negative
不要臉,negative
不值,negative
不倫不類,negative
不屑,negative
不屑於,negative
不恥,negative
不悅,negative
不起,negative
不起眼,negative
不配,negative
不務,negative
不務正業,negative
不得,negative
不得已,negative
不清,negative
不爽,negative
不理,negative
不祥,negative
不勞,negative
不勞而獲,negative
不喜歡,negative
不尊重,negative
不就,negative
不敢苟同,negative
不智,negative
不著,negative
不雅觀,negative
不順眼,negative
不會,negative
不經,negative
不經心,negative
不置可否,negative
不義,negative
不道德,negative
不像,negative
不像話,negative
不寧,negative
不實,negative
不對,negative
不對勁,negative
不彰,negative
不滿,negative
不管三七二十一,negative
不衛生,negative
不學無術,negative
不擇,negative
不擇手段,negative
不應該,negative
不懂,negative
不檢,negative
不講信用,negative
不懷,negative
不懷好意,negative
不懼,negative
不顧,negative
不顧一切,negative
不歡而散,negative
不羈,negative
中邪,negative
中毒,negative
中飽私囊,negative
之仇,negative
之恨,negative
之恥,negative
之嫌,negative
予取予求,negative
互吵,negative
五味雜陳,negative
什麼世界,negative
什麼東西,negative
什麼態度,negative
什麼德性,negative
仇外,negative
仇外情節,negative
仇佛蔑僧,negative
仇恨,negative
仇視,negative
介意,negative
內疚,negative
內阻,negative
內訌,negative
內鬥,negative
內哄,negative
六神無主,negative
六親不認,negative
冗長,negative
冗雜,negative
凶什麼,negative
凶多吉少,negative
凶悍,negative
兇猛,negative
凶險,negative
分化,negative
分崩離析,negative
分裂,negative
分贓,negative
勾引,negative
勾引到,negative
勾結,negative
勾搭,negative
化石,negative
反目,negative
反其道而行,negative
反叛,negative
反胃,negative
反悔,negative
反感,negative
反駁,negative
反彈,negative
反諷,negative
反覆無常,negative
天下大亂,negative
天殺,negative
天殺的,negative
太閒,negative
夭折,negative
夭壽,negative
少惹,negative
少惹我,negative
少煩,negative
少煩我,negative
巴結,negative
引咎,negative
引頸企盼,negative
心力交疲,negative
心不甘情不願,negative
心生畏懼,negative
心如刀割,negative
心有餘悸,negative
心死,negative
心灰意冷,negative
心急,negative
心急如焚,negative
心狠手辣,negative
心疼,negative
心神不定,negative
心神不寧,negative
心胸狹窄,negative
心胸狹隘,negative
心高氣傲,negative
心情不好,negative
心情惡劣,negative
心軟,negative
心寒,negative
心痛,negative
心虛,negative
心煩,negative
心煩意亂,negative
心碎,negative
心酸,negative
心機,negative
心機很重,negative
心臟受不了,negative
心驚肉跳,negative
心驚膽戰,negative
戶斥,negative
日本鬼子,negative
欠打,negative
欠佳,negative
欠你的,negative
欠扁,negative
欠揍,negative
欠干,negative
欠罵,negative
毛坑,negative
毛骨悚然,negative
毛躁,negative
水火不容,negative
火大,negative
火冒三丈,negative
火爆,negative
牙癢癢,negative
牛頭不對馬嘴,negative
王八羔子,negative
王八蛋,negative
世故,negative
世儈,negative
乏人,negative
乏人問津,negative
乏味,negative
乏善,negative
乏善可陳,negative
以牙還牙,negative
以怨,negative
以怨報怨,negative
以怨報德,negative
以退為進,negative
以偏概全,negative
以商逼政,negative
以訛傳訛,negative
以貌取人,negative
他奶奶,negative
他奶奶的,negative
他馬,negative
他馬的,negative
他媽,negative
他媽的,negative
他媽媽,negative
仗著,negative
令人厭惡,negative
凹種,negative
出軌,negative
出氣,negative
出爾反爾,negative
出賣,negative
出賣身體,negative
出錯,negative
出糗,negative
加油添醋,negative
功利,negative
功敗垂成,negative
功虧一簣,negative
包庇,negative
半死,negative
半途而廢,negative
佔去,negative
佔用,negative
佔領,negative
佔據,negative
去去去,negative
去死,negative
去死吧,negative
去死啦,negative
去你,negative
去你的,negative
去你媽,negative
去你媽的,negative
去搞,negative
可怖,negative
可怕,negative
可恨,negative
可恥,negative
可笑,negative
可惜,negative
可望,negative
可惡,negative
可悲,negative
可歎,negative
可疑,negative
可憐,negative
可歎,negative
古板,negative
叫屁,negative
叫屈,negative
叫苦,negative
叫嚷,negative
叫囂,negative
台獨,negative
台灣之恥,negative
囚禁,negative
失手,negative
失去,negative
失色,negative
失血,negative
失利,negative
失序,negative
失志,negative
失身,negative
失事,negative
失和,negative
失明,negative
失盲,negative
失信,negative
失卻,negative
失約,negative
失效,negative
失眠,negative
失神,negative
失笑,negative
失密,negative
失常,negative
失控,negative
失掉,negative
失敗,negative
失望,negative
失焦,negative
失意,negative
失落,negative
失態,negative
失魂落魄,negative
失戀,negative
失怙,negative
奴性,negative
奴隸,negative
左右為難,negative
平庸,negative
幼稚,negative
必死,negative
必死無疑,negative
打一打,negative
打人,negative
打人喊救人,negative
打死,negative
打抱不平,negative
打退,negative
打退堂鼓,negative
打高空,negative
打罵,negative
打壓,negative
打擊,negative
打擾,negative
打爛,negative
打攪,negative
斥責,negative
斥罵,negative
本末倒置,negative
未雨綢繆,negative
未遂,negative
永訣,negative
永遠都不要看到你,negative
氾濫,negative
犯愁,negative
犯賤,negative
玉石俱焚,negative
瓜田李下,negative
瓜田李下之嫌,negative
甘你屁事,negative
生怕,negative
生恨,negative
生厭,negative
生懼,negative
生變,negative
用心良苦,negative
甩了,negative
甩不甩,negative
甩不掉,negative
甩得,negative
甩得一乾二淨,negative
甩掉,negative
甩都不甩,negative
甩都甩不掉,negative
由不得,negative
由他去,negative
由愛生恨,negative
申明,negative
申述,negative
申訴,negative
白目,negative
白吃,negative
白受氣,negative
白搞,negative
白癡,negative
白癡,negative
白爛,negative
皮條客,negative
目中無人,negative
目光短淺,negative
矛盾,negative
示眾,negative
丟臉,negative
任性,negative
凶巴巴,negative
兇惡,negative
凶暴,negative
劣根,negative
劣根性,negative
危機,negative
吐一口痰,negative
吐痰,negative
吃不下,negative
吃屎,negative
吃飽太閒,negative
吃飽閒閒,negative
吃飽撐著,negative
因魂不散,negative
地獄,negative
在那邊混,negative
奸男女,negative
奸偽,negative
姦情,negative
好不,negative
好不應該,negative
好死不死,negative
好自為之,negative
好恨,negative
好假,negative
好嘔,negative
好屌,negative
存心,negative
安然無恙,negative
安慰,negative
安慰安慰,negative
安撫,negative
安靜下來,negative
尖叫,negative
尖酸,negative
有口無心,negative
有什麼了不起,negative
有仇,negative
有出息,negative
有好有壞,negative
有屁用,negative
有個屁用,negative
有氣,negative
有問題,negative
有夠,negative
有夠累,negative
有夠蠢,negative
有得瞧,negative
有意,negative
有愧,negative
有資格,negative
有種,negative
有點火,negative
有礙,negative
有礙觀瞻,negative
有啥,negative
有啥了不起,negative
死了,negative
死了算了,negative
死人,negative
死三八,negative
死小鬼,negative
死不,negative
死不認帳,negative
死不瞑目,negative
死心,negative
死皮賴臉,negative
死光,negative
死光光,negative
死刑,negative
死老太婆,negative
死老百姓,negative
死老頭,negative
死色呸,negative
死命,negative
死東西,negative
死板,negative
死狗,negative
死肥豬,negative
死活,negative
死玻璃,negative
死胖女,negative
死胖子,negative
死要面子,negative
死氣沈沈,negative
死臭酸,negative
死蚊子,negative
死鬼,negative
死寂,negative
死得很難看,negative
死得難看,negative
死掉,negative
死魚,negative
死魚臉,negative
死傢伙,negative
死期,negative
死黑店,negative
死愛,negative
死愛面子,negative
死愛滋,negative
死腦筋,negative
死裡逃生,negative
死德性,negative
死樣子,negative
死豬頭,negative
死澳門仔,negative
死貓,negative
死賴,negative
死薪水,negative
死蟑螂,negative
死纏,negative
死纏活纏,negative
死囡仔,negative
死屌,negative
污染,negative
污辱,negative
污蔑,negative
污穢,negative
污蔑,negative
灰心,negative
老二,negative
老大,negative
老子,negative
老不休,negative
老奸巨猾,negative
老死,negative
老到,negative
老油條,negative
老是,negative
老娘,negative
老氣橫秋,negative
老猴,negative
老態龍鍾,negative
老練,negative
老謀深算,negative
肉麻,negative
肉腳,negative
自大,negative
自以為,negative
自以為了不起,negative
自以為是,negative
自以為清高,negative
自甘墮落,negative
自由心證,negative
自危,negative
自作,negative
自作主張,negative
自作多情,negative
自作聰明,negative
自求,negative
自求多福,negative
自私,negative
自私到極點,negative
自卑,negative
自命,negative
自命為,negative
自命清高,negative
自怨,negative
自怨自艾,negative
自相矛盾,negative
自相殘殺,negative
自食惡果,negative
自掃門前雪,negative
自棄,negative
自殺,negative
自責,negative
自閉,negative
自欺,negative
自誇,negative
自滿,negative
自認,negative
自認為,negative
自慰,negative
自憐,negative
自暴自棄,negative
自縛,negative
自詡,negative
自詡為,negative
舌頭斷掉,negative
色狼,negative
行為不檢,negative
住監獄,negative
何不,negative
何必,negative
何妨,negative
何苦,negative
何苦來哉,negative
何嘗,negative
佔便宜,negative
佔著,negative
佔著毛坑不拉屎,negative
但願,negative
作奸犯科,negative
作秀,negative
作怪,negative
作假,negative
作梗,negative
作賊,negative
作賊喊捉賊,negative
作嘔,negative
作夢,negative
作弊,negative
作樂,negative
作孽,negative
你以為自己,negative
你以為你是誰,negative
你他媽,negative
你他媽的,negative
你他媽媽的,negative
你去死,negative
你完了,negative
你是怎樣,negative
你是怎樣啊,negative
你就完了,negative
你媽,negative
你媽的,negative
你管我,negative
低下,negative
低劣,negative
低吼,negative
低沈,negative
低沉,negative
低姿態,negative
低哼,negative
低哦,negative
低級,negative
低迷,negative
低等,negative
低落,negative
低潮,negative
低聲下氣,negative
克制,negative
免談,negative
冷冰冰,negative
冷汗,negative
冷血,negative
冷冷,negative
冷峻,negative
冷笑,negative
冷淡,negative
冷眼,negative
冷眼旁觀,negative
冷然,negative
冷落,negative
冷漠,negative
冷戰,negative
冷靜,negative
冷靜下來,negative
別來惹我,negative
別來煩我,negative
別離,negative
利用,negative
利用人,negative
利用別人,negative
利用我們,negative
利益輸送,negative
吝嗇,negative
呆呆,negative
呆板,negative
呆滯,negative
吹牛,negative
吵人,negative
吵死,negative
吵別人,negative
吵吵鬧鬧,negative
吵到,negative
吵的像什麼鬼一樣,negative
吵架,negative
吵起來,negative
吵嘴,negative
吵鬧,negative
吵翻天,negative
吶喊,negative
吠盡,negative
吼叫,negative
吼道,negative
含恨,negative
含恨在心,negative
含糊,negative
困在,negative
困死,negative
困惑,negative
困頓,negative
困擾,negative
困難,negative
困難重重,negative
妒忌,negative
妒恨,negative
妓女,negative
完了,negative
完蛋,negative
屁用,negative
屁事,negative
屁股,negative
屁啦,negative
屁眼,negative
屁話,negative
巫婆,negative
庇護,negative
忘不了,negative
忘恩負義,negative
忌妒,negative
忍下來,negative
忍心,negative
忍受,negative
忍受不了,negative
忍耐,negative
忍氣吞聲,negative
忍痛,negative
快滾,negative
戒懼,negative
我好恨,negative
我咧,negative
我咧看,negative
我恨你,negative
我靠,negative
我操,negative
我操你媽,negative
抄你爸,negative
扭捏作態,negative
把你打死,negative
找麻煩,negative
找誰幹啊,negative
找碴,negative
批臭,negative
批鬥,negative
批發,negative
批評,negative
批評別人,negative
批評為,negative
批駁,negative
扯懶蛋,negative
折磨,negative
投敵,negative
投機,negative
抓來,negative
抓來打一打,negative
抑鬱,negative
改變不了,negative
改變成,negative
改變改變,negative
攻擊,negative
更嘔,negative
更賤,negative
束手無策,negative
束縛,negative
求助,negative
求求,negative
求情,negative
求救,negative
求教,negative
求解,negative
沈重,negative
沈浸,negative
沈寂,negative
沈淪,negative
沈悶,negative
沈溺,negative
沈默,negative
沈默不語,negative
沈鬱,negative
沉重,negative
沉寂,negative
沉淪,negative
沉陷,negative
沉悶,negative
沉溺,negative
沉默,negative
沉鬱,negative
沒大沒小,negative
沒才華,negative
沒天理,negative
沒手,negative
沒手沒腳,negative
沒水準,negative
沒出息,negative
沒去,negative
沒去理會,negative
沒用,negative
沒用的傢伙,negative
沒好氣,negative
沒有,negative
沒有用,negative
沒有能力,negative
沒完沒了,negative
沒屁眼,negative
沒把握,negative
沒事,negative
沒事做,negative
沒來由,negative
沒法,negative
沒法子,negative
沒法兒,negative
沒勁,negative
沒品,negative
沒品德,negative
沒效,negative
沒能,negative
沒能力,negative
沒動逃,negative
沒得,negative
沒得說,negative
沒救,negative
沒救了,negative
沒教養,negative
沒意思,negative
沒想,negative
沒想到,negative
沒腳,negative
沒腦袋,negative
沒道理,negative
沒種,negative
沒精,negative
沒精打采,negative
沒精打彩,negative
沒轍,negative
沒衛生,negative
沒辦法,negative
沒關係,negative
狂怒,negative
狂傲,negative
男盜女娼,negative
私心,negative
秀逗,negative
禿頭,negative
肘掖生變,negative
肚量小,negative
肚爛,negative
良心被狗吃,negative
見死不救,negative
言不及義,negative
貝戈戈,negative
貝戈哥,negative
貝哥哥,negative
走人,negative
走下坡,negative
走狗,negative
走著瞧,negative
走開,negative
走開啦,negative
那裡惹到你,negative
那麼沒用,negative
那麼干,negative
那麼爛,negative
乖張,negative
兩難,negative
其反,negative
刻板,negative
刻苦,negative
刺激,negative
卒仔,negative
卒仔臉,negative
卑劣,negative
卑微,negative
卑鄙,negative
卑賤,negative
受不了,negative
受氣,negative
咒死,negative
咒罵,negative
固執,negative
垃圾,negative
始作俑者,negative
你她媽,negative
孤行,negative
孤寂,negative
孤僻,negative
官逼民反,negative
居然,negative
怪人,negative
怪力亂神,negative
怪物,negative
怕死,negative
承受,negative
拉出,negative
拉出來,negative
拉屎,negative
抹黑,negative
抹煞,negative
招搖撞騙,negative
拋棄,negative
抨擊,negative
拍拍屁股找不著人,negative
拍拍屁股走人,negative
拍馬屁,negative
抱怨,negative
抱歉,negative
拘謹,negative
拖累,negative
拗客,negative
拆橋,negative
拎背,negative
放一個屁,negative
放屁,negative
放狗,negative
放狗咬我啊,negative
東西,negative
東洋鬼子,negative
東罵西罵,negative
歧視,negative
爭氣點,negative
狗屁不通,negative
狗男女,negative
狗眼,negative
狗眼看人低,negative
狗嘴,negative
狗嘴吐不出象牙,negative
狗雜碎,negative
玩人家,negative
盲目,negative
肥胖,negative
芭樂問題,negative
花容失色,negative
花癡,negative
金玉其外敗絮其中,negative
長的醜,negative
長的醜並不是你的錯,negative
長痔瘡,negative
侵佔,negative
保守,negative
俗辣,negative
侮辱,negative
冒冷汗,negative
冠冕堂皇,negative
勉強,negative
厚利可圖,negative
厚臉,negative
厚臉皮,negative
厚顏薄恥,negative
哀怨,negative
哀戚,negative
哀痛,negative
哀歎,negative
哇咧,negative
哇哩,negative
哇哩咧,negative
哇勒塞你娘,negative
哇靠,negative
哈巴狗,negative
姦淫,negative
威脅,negative
屍體,negative
度爛,negative
很氣,negative
很臭,negative
很混,negative
很醜,negative
很爛,negative
很蠢,negative
很屌,negative
後悔,negative
怒火,negative
怒髮衝冠,negative
怎麼混,negative
怎麼混的,negative
怎麼這樣,negative
怎麼搞,negative
怎麼搞的,negative
怎樣,negative
怨天尤人,negative
怨命,negative
怨恨,negative
怨憤,negative
恨死,negative
恨死你,negative
恨你,negative
恨的牙癢癢,negative
恨得牙癢癢,negative
恨極,negative
扁一扁,negative
扁你,negative
扁到你說不出話,negative
拜託,negative
拜託,negative
指控,negative
挑剔,negative
挑撥是非,negative
挑撥離間,negative
挑釁,negative
政變,negative
是我的錯嗎,negative
是非不分,negative
是怎樣,negative
毒手,negative
毒打,negative
毒打一頓,negative
洋鬼子,negative
流氓,negative
流眼淚,negative
活該,negative
洩恨,negative
為什麼還,negative
為恥,negative
為富不仁,negative
為禍,negative
狠心,negative
狠打,negative
狠命,negative
狠很,negative
狠毒,negative
狠罵,negative
狡詐,negative
狡滑,negative
狡猾,negative
狡詰,negative
狡辯,negative
玷污,negative
畏懼,negative
看了就有氣,negative
看不起,negative
看不過去,negative
看不慣,negative
看你娘卡好,negative
砍下,negative
砍死,negative
砍掉,negative
砍落,negative
砍頭,negative
砍斷,negative
耍小姐脾氣,negative
耍什麼狠,negative
耍心機,negative
耍色,negative
耍我,negative
耍狠,negative
耍起狠,negative
耍脾氣,negative
耍賤,negative
耍賤招,negative
胖子,negative
背叛,negative
胡作非為,negative
胡吹,negative
胡扯,negative
胡言亂語,negative
胡來,negative
胡思亂想,negative
胡亂,negative
胡亂搞,negative
胡幹,negative
胡搞,negative
胡說,negative
胡說八道,negative
胡鬧,negative
胡謅,negative
致人死命,negative
苦大仇深,negative
苦心,negative
苦悶,negative
苦惱,negative
苦臉,negative
苟且偷安,negative
要死要活,negative
要被當了,negative
要飯,negative
要飯的,negative
計較,negative
負心,negative
軍閥,negative
迫不,negative
迫不得已,negative
迫害,negative
風流,negative
風涼,negative
風涼話,negative
食古不化,negative
食言而肥,negative
倚老賣老,negative
倒底要怎樣,negative
倒楣,negative
倒置,negative
俱焚,negative
冤孽,negative
凌虐,negative
凌辱,negative
凌遲,negative
剝削,negative
剝奪,negative
匪諜,negative
匪類,negative
哼！,negative
哭,negative
哭夭,negative
哭夭個屁,negative
哭妖,negative
哭泣,negative
哭爸,negative
哭媽,negative
唉呀,negative
唉唷,negative
唉喲,negative
唉聲歎氣,negative
哽咽,negative
埋怨,negative
害人,negative
害怕,negative
家破人亡,negative
差勁,negative
恥笑,negative
恐布,negative
恐布份子,negative
恐怖,negative
恐怕,negative
恐慌,negative
恐嚇,negative
恐懼,negative
悔恨,negative
拳打,negative
拳打腳踢,negative
挾怨,negative
捏造,negative
捉賊,negative
挫傷,negative
挫賽,negative
挨打,negative
根本不是我,negative
